,t,i,Ia_1,Ia_2,Ia_3,Ia_4,Ia_5,Ia_6,Im_1,Im_2,Im_3,Im_4,Im_5,Im_6,Ip_1,Ip_2,Ip_3,Ip_4,Ip_5,Ip_6,y
2,46,2,182.4563949597409,72.08351569650713,2411.044269818378,399.42906821412964,3.26243223685176,105.06333458893914,156.2524733116666,61.73579209034118,2064.7438478728086,342.0731038560653,2.793901258538745,89.97087860670013,438.71555324747675,170.586471198009,5814.546974559383,955.4575878947456,7.8125114680092675,254.3848934446835,0.0012506876431340515
3,46,3,546.291350534506,465.22897944210456,130.66828458511543,3441.0662665567565,3.1238388077065795,258.53647761551713,467.83438140724957,398.4444886146291,111.90028324512433,2946.946809951357,2.6752117876157926,221.39744692053952,1313.5550120725534,1100.9697450970086,315.1235704446359,8231.230865420504,7.480623270499205,625.9821712979499,0.0017558528615559403
4,46,4,62.26939797574737,236.03659499931058,63.28601940142267,220.454726556266,345.6968951765444,174.53434133247205,53.32642600707903,202.1530999672869,54.196192434612534,188.798559178509,296.0499775586819,149.4623038395108,149.7264778762354,558.5833241548881,152.62247037470124,527.3405418819603,827.8366451614575,422.59176330172517,0.0004590079936988297
5,46,5,248.54708441090287,107.76853073829167,92.97179574653254,599.1147675402337,8.442373680411878,2903.893984321462,212.85138666790138,92.29815642667249,79.61817445508822,513.0849615297054,7.229930535972965,2486.7466292814447,597.6303087071112,255.03547083137272,224.2135826556498,1433.1174073671575,20.216861656285293,7031.061451328065,0.0015453993918286633
0,47,0,2734.1119219914044,146.43391081464355,795.0758540786451,903.6267537040659,1.7637282919036568,177.01950316083028,2343.1705162344133,125.49122637260736,681.396185315744,774.4100299583104,1.5115610613396258,151.711507877295,6562.634869204942,346.1370402953882,1913.904925967536,2158.1064928327346,4.220715863849628,427.8226363901862,0.0024323341255039254
1,47,1,124.15285798526229,3288.6442114535266,63.68476430150598,840.5554052323525,5.8395784451260155,69.94084604333511,106.40066121558701,2818.3089074283557,54.57913887734045,720.3577515598706,5.004670749349667,59.941594151960125,298.0016539820688,7773.619973709335,153.30183086364656,2007.4749559835088,13.974488868086977,169.0337878670578,0.0009257706496545519
2,47,2,198.31320181980357,77.74818090422495,2624.379642271107,433.04940884554804,3.5396126141149415,114.58594770001362,169.9570685993554,66.62879189411665,2249.146754854091,371.1242549015296,3.033540157111098,98.20390746054554,476.0072632061079,183.77932458966782,6317.401162650274,1034.2397866332115,8.470521894362886,276.93254902963247,0.0013540785127297721
3,47,3,593.7680993580252,501.7888834368463,142.23014908867543,3730.704225391793,3.3892441115926872,281.96941795635917,508.8672093872843,430.02404301240637,121.89413189791901,3197.2213738786895,2.904670435902927,241.6570197611316,1425.2098466511757,1186.1167812817066,342.3761161472611,8909.936518206832,8.110680343409493,681.4667176073555,0.001896206148714384
4,47,4,67.68106807485063,254.58547229145358,68.88572849389412,239.01061943047836,375.06774148604853,190.35358991817535,58.00358132549878,218.17516828423803,59.036471020528026,204.83260394272037,321.44281860047226,163.13925663945005,162.45353153265847,601.783162048521,165.82158094350223,570.8223749845005,897.5613612229166,460.0486004705391,0.0004967393306114753
5,47,5,270.1476597922426,116.23749400487733,101.19817836483249,649.5428514352634,9.159648447164265,3167.0938821398686,231.5201606647681,99.61344057535038,86.72889806043375,556.6595908955604,7.850057172553295,2714.3031127584472,648.4300945132483,274.7594592152197,243.6040424040295,1551.2850181886145,21.919631093803208,7654.2665082574,0.001676877557774746
0,48,0,2970.1670521831593,157.90096274023014,864.9408340035285,979.2451577244019,1.913677288846606,192.95895788653525,2546.2230320267845,135.3526568487524,741.4963711920528,839.450858049161,1.640551437553605,165.42421792446194,7110.77245955983,372.56325163423077,2076.4456760140365,2333.181070271919,4.573019028826841,465.06525863210624,0.002628962568450511
1,48,1,134.87184824299968,3546.173725810704,69.28087787560219,910.8957951929109,6.3360488677165625,76.23856425561806,115.62104094984417,3039.779030513962,59.39310241600784,780.8588593330221,5.431748675142215,65.3595200026187,322.8919475594245,8367.105502209208,166.32117902143565,2170.3296764552656,15.140939493046954,183.74844055764666,0.000994034632832954
2,48,2,215.4349766446692,83.83654132968108,2854.9893760241425,469.2883814353024,3.840544091763505,124.90366689453063,184.68506646237702,71.86465752365832,2447.524939151074,402.2940847456689,3.2924099415571098,107.0802394365908,515.7652993372313,197.81015835184408,6853.914293156334,1118.141621050071,9.177556380610204,301.0399557742261,0.0014634175041262764
3,48,3,645.0322794635646,541.0833279411381,154.7282100721883,4042.9015991854003,3.6773915304786122,307.35892979712713,552.9641994929734,463.8164628158941,132.64538079271816,3465.7482752645506,3.15254301074465,263.49961225271164,1544.2490902877914,1276.6721656691998,371.452832530365,9632.747638100867,8.787678854390862,740.7894494488398,0.002044809122669479
4,48,4,73.524451151974,274.5217344183417,74.93886168068165,259.0117996867723,406.9553241027493,207.49369241648316,63.03000728618276,235.31994657549475,64.24357807260368,222.03599964403503,348.8734207527995,177.8848837504567,176.0223021703187,647.7269564684417,179.90418440763617,617.1298609334752,972.4808105581482,500.0965427318787,0.000537108816988428
5,48,5,293.4714090836793,125.33990322169582,110.09067417340782,703.8986942287789,9.938385230662746,3452.2700838861847,251.58304160063082,107.44132661263156,94.37851953852316,603.4120855120242,8.519948620465753,2959.640148070781,702.5895771911478,295.73627097269923,264.2924178972342,1677.1317129412068,23.749262762597045,8320.582247207742,0.0018162948921271827
0,49,0,3223.5681204917305,170.16776895220528,940.0083454900498,1060.3071919678252,2.075717662664514,210.12292448180804,2761.2535088717555,145.76724024320814,805.189436401728,908.2512454762149,1.7779752392586199,179.9838458537279,7693.267574421163,400.6082831810262,2249.2732410354033,2519.091653411556,4.950980910940458,504.7460737339535,0.0028365646818112374
1,49,1,146.37849747486925,3821.664293655321,75.29370891706257,986.2998608241443,6.872552975821501,83.0200901535992,125.3853260325091,3273.6719806123206,64.49485192168129,844.857116685227,5.886749070592986,71.11206521524338,349.34237656008315,8996.946842533347,180.1644905579727,2343.264071001863,16.392344298425275,199.4264293123143,0.0010660544090240183
2,49,2,233.81490352206993,90.34952635603155,3102.7715818735132,508.1361312003879,4.165741659775924,136.0140210842824,200.28186116890308,77.39421628016262,2657.7624691082897,435.2656263489932,3.568204702137654,116.50478721039615,558.0153880564994,212.70049470928095,7424.382055368739,1207.2364467585153,9.936085147045086,326.7256216063302,0.001578528882392219
3,49,3,700.0634833783201,583.1183112192575,168.15694557669738,4377.573489355924,3.9887741767306926,334.6989323633662,599.6624478394763,499.50438608374185,144.0393554860947,3749.7968550908654,3.41662156119909,286.6912365628667,1670.7497702543358,1372.774803285912,402.3697446885228,10400.296180926813,9.513984084760235,803.9959105365556,0.0022015841527415754
4,49,4,79.79722104719494,295.84842463381005,81.44274453468327,280.4528282280326,441.4142128762802,225.95054378204938,68.35293946919009,253.42641943718314,69.76197380109929,240.23380437767227,378.09744305177503,193.5412232764506,190.4415697961602,696.4851816776783,194.87804213359985,666.3034864959584,1052.8567449596778,542.7663360068796,0.0005802155462620972
5,49,5,318.50904746336744,135.07714786394482,119.64535424304763,762.1675144576894,10.779916698538178,3759.354290013196,272.82942132504564,115.70829884701162,102.48544687209309,652.8670177017088,9.23363775142148,3220.12957278189,760.1438019668435,317.99808292699174,286.2901111508668,1810.76751974918,25.712148986332,9030.520217337533,0.0019634672692245892
0,50,0,3491.5170571614394,183.114586913687,1019.434266725009,1145.9491746469957,2.248350393990209,228.31715171946837,2990.0543737371204,156.82427403221925,873.0083724478725,981.3851820116032,1.9253532976663097,195.51792399230064,8310.057385216784,430.30233419972166,2432.3429941343807,2715.8784781949907,5.355780423633101,546.8620620383152,0.0030547883194626856
1,50,1,158.54574857168117,4112.426711382894,81.65564413032592,1065.9642036080538,7.444127623345399,90.20867459421031,135.77490849767935,3521.9932196189425,69.92707946968376,912.886450045218,6.374707299257087,77.24961812955671,377.3500880112995,9663.82221623588,194.82819090434242,2526.315567177904,17.732606582456608,216.06656105690533,0.0011418158551246525
2,50,2,253.25003019986832,97.22355942257647,3364.939989690659,549.1787517509092,4.51219694782373,147.79127010753027,216.87746273357575,83.26488010734353,2881.618638563012,470.31395559929086,3.863976583202497,126.56010333868298,602.7529722222638,228.46636777472906,8028.657145203162,1301.5435462237967,10.748474145901566,353.9875918808339,0.001699111884378426
3,50,3,758.2540532564897,627.4835084116987,182.36535168135092,4731.154108059859,4.320511480486398,363.68000830564694,649.3512164556598,537.3938107958526,156.17140217748417,4051.7368816933345,3.699828571558433,311.43503537040493,1804.6982420465097,1474.528178733547,435.11886937055465,11212.748264391163,10.291861477251523,871.081290942625,0.0023663261147023823
4,50,4,86.4301134600694,318.3573622634789,88.32424196351553,303.10525993780294,478.1256320569581,245.51526071230248,74.016748176501,272.64983670206203,75.63783682882665,259.57783929149133,409.4382996708572,210.24541398395826,205.7097791319095,748.1103411833215,210.73928762700527,718.3538941387686,1138.9398676703818,588.0547331808528,0.0006261454200894045
5,50,5,344.9841078304716,145.3541777322851,129.75477776873237,823.7284824170509,11.676457926955184,4084.8711101700333,295.43640303075426,124.48524055137385,111.11751983884682,705.4369814385716,9.99902276567617,3498.053095099416,821.0865609775191,341.5688668940685,309.5914420016004,1952.2213609184123,27.81441226853293,9784.026393308615,0.0021180466243337025
0,51,0,4621.947085048605,264.89433969454257,234.17329963150652,1700.5149113023983,4.407738656465135,309.7557199741523,3960.686647539379,226.99415298328847,200.67076948004456,1457.2172630715033,3.777293275022255,265.4424977294606,10970.972833120493,621.4100800120079,557.1439005387034,4020.5217474812703,10.488148252112918,739.7915080238284,0.0032830518932130096
1,51,1,221.20078932736394,4357.751215396009,99.51126931052254,1090.3143265761219,11.374820421405536,121.63889818921587,189.5536657155062,3734.2589018375024,85.27446560261816,934.3198629431887,9.747863027073915,104.23740668646673,525.0574716066441,10222.757249378285,236.7566960813431,2577.826535041869,27.066215177226095,290.510935304975,0.001221259651769553
2,51,2,383.10191564684345,192.74268990689995,3404.2291037286127,685.7017158548377,5.136392304271271,230.26561807889013,328.2916515547374,165.16571735578975,2917.1954053111544,587.5963633251155,4.401726513513268,197.32413919322946,909.3571673449267,452.1510368809286,8099.324236210026,1621.2022855878088,12.221968716133452,549.9448044376253,0.001824721030848048
3,51,3,845.1183796924408,659.376403663042,205.57606110061784,5075.266439163975,5.360470035202245,394.8169471845624,724.2075732251196,565.0350566918617,176.1648592416524,4349.133207054843,4.593754075058083,338.33498414601013,2006.0313572973491,1546.8172865859187,489.1054988728998,11999.435557605633,12.755158327671326,942.9437647685877,0.0025386804359496065
4,51,4,144.17605612176064,439.1368630173619,106.57512597785245,349.7966154532693,485.38046074953,389.93371429482676,123.54883555970882,376.3066450544398,91.32771571764161,299.75018931888934,415.95577531058774,334.15033975799287,342.22624486875924,1030.161963817391,253.56298724551738,827.0229742049712,1154.9555515395639,931.281109357961,0.0006749671150692888
5,51,5,371.7356077980598,178.97017727105384,170.85630612599425,948.8782445583989,15.111489672166316,4299.049346757143,318.55151760250584,153.36372927318095,146.41236415412567,813.1194553680668,12.950070946361153,3684.0333297497964,882.3773139785225,419.8423881235545,406.5004378230309,2243.429676860084,35.9575638087079,10267.446230118723,0.0022794931791204035
0,52,0,5365.726960545759,223.81201494486288,202.47937190177728,1691.1258191290055,4.969342898721261,275.53030925935894,4599.748213371777,191.85306016396322,173.57663898465765,1449.6851835922853,4.260278337781428,236.20645826860937,12691.883025731537,523.7947419780562,479.96323030869615,3985.71275329474,11.802646919947444,655.5781665255407,0.0035205093233425604
1,52,1,212.38639065649033,4733.472238840293,107.72684287738447,1159.193320835786,10.898150249641418,122.56914970063785,182.06739331874365,4057.562032343969,92.34947313129517,993.6962484555295,9.343117264534515,105.07600714275772,502.3705541281071,11077.90334944461,255.358968238349,2732.033033928167,25.88411025332017,291.6327377896605,0.001304273900866821
2,52,2,437.9302021515485,265.3559660608315,3555.1610243668038,825.9269944891288,5.577836841744077,272.8106670285348,375.4139336085861,227.4647951052898,3047.6828126382866,708.0100800876365,4.781947624237468,233.87496500811284,1035.8631626267256,621.0214398427735,8427.261273560314,1946.5776691418346,13.247876059653818,649.1072339008078,0.001954746487504064
3,52,3,1018.6062530501146,704.2644985779342,233.16681128133678,5326.687231808011,5.446502489310048,444.90444311974863,873.1961814396961,603.6999365306732,199.88362787206543,4566.200498056031,4.66935308043466,381.4074141598788,2409.3718349909877,1648.213753885429,552.7056652351567,12554.148835338603,12.935944880455526,1058.5755152801014,0.0027181203165737473
4,52,4,129.52689001188836,415.5482165290321,136.1427560045159,372.9193099439388,534.8105480204553,386.3114731269787,111.03641413300444,356.2105323363111,116.70918270546431,319.67792826888837,458.499612319943,331.1768679864508,306.3778960065596,972.5213854577371,322.71690859824577,878.9110974362379,1270.2242924257282,919.1633687819518,0.0007267275031020355
5,52,5,371.3472449505994,193.8814684669485,175.6962442181289,969.1763070761614,19.264778219239364,4704.353361469279,318.33595690980087,166.19640837258268,150.6166443878756,830.8078067075028,16.515929571032117,4032.9452282169973,878.3704108494751,453.7472832948234,416.4756939731426,2284.1933601924875,45.75562201016267,11193.219938998553,0.002447047302134491
0,53,0,4397.103103067476,226.84895840316338,1288.0816516368884,1435.1578144833088,2.8453220280254343,290.10718594245293,3767.084487214556,194.3452026720854,1103.5245001498113,1229.5273714144778,2.4375281622252247,248.5388469951562,10357.453081981594,529.373748774322,3039.951088769119,3369.698993454235,6.741597316260597,687.1690424292673,0.0037660152046954994
1,53,1,199.66736281376294,5094.622616964361,103.17402542761114,1334.9866561392928,9.420658080143323,114.62207082138059,171.05894663558098,4364.646291529641,88.3911859886848,1143.7088086283336,8.070481706768236,98.19831670006994,470.31995699710814,11888.78931742656,243.49697904071675,3134.5007120955393,22.320947367274666,271.50219802970315,0.001390686428815999
2,53,2,318.9348570873341,120.44405396089729,4251.689001492957,687.7776035453709,5.710254684834458,187.78838626384558,273.23774867310647,103.18638552475609,3642.5043196621828,589.2323342219615,4.891856341976801,160.8809132027341,751.2566207933824,281.0677237033671,10034.244795561885,1614.877106195875,13.529659307196129,444.8092698877911,0.0020883954366873333
3,53,3,954.9205104551891,777.3492144864015,230.42335446471787,5925.177957214837,5.467673775682076,462.103626462167,818.0991341661396,665.9677509642883,197.40815090051586,5076.214201237653,4.684042325899516,395.8905814072792,2249.3319242757266,1814.018766831166,543.813139790238,13912.104994287558,12.954897368122166,1094.5723576874398,0.002903923838041346
4,53,4,108.84727580357712,394.392589070416,111.59997184853337,379.60137503020877,605.0753462145506,311.9596616144209,93.25159645885324,337.88256377636355,95.6098574918625,325.21181720649173,518.3554557758341,267.260165772065,256.39165737337044,920.352841091579,263.38272538578894,891.2903922093473,1433.6424102428527,738.9304103300051,0.0007814465210863727
5,53,5,434.46177298173575,180.07000083319164,163.94852901409342,1031.6167546588379,14.77673721928881,5190.369859576362,372.2119238335525,154.26890673614488,140.4578803685779,883.805964655859,12.658923230146293,4446.661795662697,1023.3822869501663,420.21057559121977,386.92850615885266,2422.19908132956,35.01143666672341,12294.288659800102,0.0026197022965935347
0,54,0,4731.1179479770935,243.0470951923972,1387.1660010366384,1541.9011877431797,3.0717842316528423,312.97777081285136,4051.6835125517873,208.14528034045992,1187.9489467379974,1320.4778130353939,2.630260607009195,268.02243324353833,11099.31376859016,565.6706889774811,3259.8544691465654,3607.2766376519544,7.263423054925403,738.1134277982569,0.004018091896394006
1,54,1,214.83459034072868,5458.4038510507435,111.1105806696308,1434.279554449941,10.170458267059296,123.65829579535009,183.98225898839127,4674.571398967053,95.15349798026729,1228.3110904879154,8.708605070442438,105.8963300931595,504.0069921651045,12703.953794210149,261.1110153324752,3355.495909696962,24.04867512988257,291.6304514155891,0.0014802569562107168
2,54,2,343.1619389476573,129.04435468628634,4578.745782425785,738.9327453103583,6.16473992287226,202.59267389901777,293.8805553905117,110.51345156488428,3921.171817611535,632.8189531625046,5.278649588894802,173.49277322381576,805.0659644717591,300.3393600168789,10760.100010216767,1728.73258684982,14.576907330276939,477.7859225914016,0.0022246756887846922
3,54,3,1027.4586381097793,832.8557903062296,248.14843278924062,6365.877562467552,5.902851741395869,498.5335417487822,879.9056099707414,713.2568353439353,212.51073710454725,5451.711269541059,5.054403966405886,426.92544127335555,2410.44208451934,1938.3984340502686,583.151387098015,14892.965639940077,13.957656591391354,1175.7202449775052,0.0030951519112088727
4,54,4,117.1155845273374,422.55416914286656,120.18468430801923,407.83515591192867,653.2339359680824,336.5529852644895,100.29665041328529,361.874952365295,102.92442939853973,349.26834419640625,559.3412034718048,288.21136335558964,274.75591058062,983.4575796930957,282.43525286208165,954.1300322153216,1544.6118844803216,793.7122081997662,0.0008391115071390621
5,54,5,467.46456557498124,192.92788885553668,176.56010011423584,1108.3457744170796,15.952833436217043,5599.552396701611,400.3321189344201,165.22324399532644,151.20352200812192,949.1827465490314,13.659849192885286,4795.246814305148,1096.682844534217,449.02265433574354,414.9180638800524,2592.9740830843193,37.72145744418256,13205.745580368415,0.0027961798073766696
0,55,0,5078.022450412112,259.9490166761089,1490.0243012616102,1652.894424748956,3.3109958571066493,336.75402241308035,4350.786144301866,222.7265747184544,1276.629080743223,1416.1900468227059,2.8369800197208743,288.52572116765714,11865.712783575605,603.5211483475849,3486.7451208134917,3853.3614845006105,7.816057469456293,790.7496027735059,0.004274900708505902
1,55,1,230.58712229775747,5837.990832922786,119.34942552031713,1537.5256844776438,10.962470879339776,133.052351947165,197.5641633222997,5002.041239012438,102.25668618976627,1317.3428009004372,9.393038286262376,113.99723015488942,538.8082844246509,13554.007538017564,279.2847249219429,3584.4045241403933,25.87840821855817,312.4271350833158,0.0015726693738204987
2,55,2,368.3239456856576,138.01832555023466,4918.2595882649,792.1245697823312,6.644811876577409,217.98320586707405,315.57535145865677,118.25529979396747,4213.886452527574,678.6875887368519,5.693513173141632,186.76469318631212,860.655145481806,320.4358277410788,11509.018750739111,1846.665015274309,15.685985045731773,511.8576823983585,0.00236238303425332
3,55,3,1102.7960174660552,890.7740434080295,266.5486285705081,6824.123111960184,6.362529457467862,536.4060682511839,944.861839355043,763.2229353018839,228.37461803623927,5846.867824554869,5.451643470643099,459.58455543267434,2576.88124263044,2068.1015857262314,623.7395788382984,15908.949035938376,15.019618881110413,1259.562936636941,0.0032906282780734036
4,55,4,125.7029678951974,451.93932753702103,129.09637355916834,437.19303207108516,704.1037692116865,362.1201954649913,107.7007312111553,387.22554018467883,110.60771597119657,374.58437229186484,603.3013664986203,310.2590721774592,293.72759330088996,1049.2632187119418,302.0931606558512,1019.2198399668683,1662.1330143941848,850.3132306136451,0.0008996710486874578
5,55,5,501.7409383709986,206.3444327844951,189.65202405969697,1188.1296712076928,17.195141791585474,6024.938411455524,429.8853626604971,176.79770177232925,162.49083248603563,1017.9823886541493,14.733414297178951,5162.075534241347,1172.4079451418756,479.0678980886293,443.79696960824907,2769.86421218007,40.59147828590976,14147.470671483921,0.0029749099577976307
0,56,0,5440.153096389132,277.7277222528854,1597.2978323947189,1768.9972534288584,3.5666148560824715,361.5918755581709,4663.077157455341,238.06298500626636,1369.1374989168366,1516.3196203355471,3.0577747590194786,309.94905359426605,12652.151963984246,642.8357641096617,3719.157681926382,4106.778522066547,8.399609901323224,844.730562637311,0.004534219831895423
1,56,1,247.03105581067294,6237.268820220492,127.94192585969549,1645.5247668527752,11.808807133872932,142.86584951013938,211.7449367918354,5346.46963429945,109.66651605325623,1410.4835295196704,10.124073903439957,122.46164208820791,574.5195774020813,14436.943620460459,297.9007338212897,3820.133556985938,27.810508655101568,333.7551466057279,0.0016675244295749434
2,56,2,394.5903495234601,147.45781951537126,5272.347150874266,847.7650885242027,7.157811660804763,234.0609198513811,338.22673972842006,126.39807215348971,4519.237455388641,726.6731673399102,6.1366244210243925,200.63216431329352,917.6978987973997,341.30968026229675,12276.164163172209,1968.1112848313735,16.857111890107678,546.7999307568952,0.002500094088156498
3,56,3,1181.4400640581407,951.6967953217959,285.7386596198242,7303.464069673688,6.853736176250456,575.9695901770347,1012.6821944163212,815.7766105499055,244.92333605011711,6260.26176343483,5.875930631808236,493.70918275991426,2747.6725308933605,2202.822000118308,665.3155782194815,16955.20403996312,16.140994351804864,1345.5476985515293,0.00348892305354483
4,56,4,134.66726401827228,482.8488356612945,138.39060039590197,467.90240282252057,758.4627320218286,388.82897290254215,115.43128135813312,413.8889491905365,118.62268680073056,401.0687933102928,650.2547348722406,333.29612833567467,313.1953565909892,1117.6143947890098,322.2294891599357,1086.249023061095,1786.2290521250218,908.360334541897,0.0009630284234005984
5,56,5,537.5217510593434,220.45695748180302,203.30592372442,1271.586432631936,18.522659288346517,6469.317767044582,460.7417024097902,188.97156156319684,174.26541142030652,1089.9572924802346,15.88007741997529,5545.364967619301,1250.1131416437004,510.275371743642,473.37871038565595,2952.0248493105237,43.62206703981564,15113.255597348094,0.0031540187289902286
0,57,0,5816.3003999898565,296.381145019317,1708.5724792292408,1889.9363230645272,3.8393432012824573,387.3946821427504,4984.0679766714575,253.97064475625893,1464.103117225833,1619.5062016358702,3.290053256210665,331.96693265061583,13453.091049286511,683.494307996986,3955.296364477467,4366.060521646652,9.013837095323025,899.627978354125,0.004793432094139251
1,57,1,264.1114695237539,6656.191393983277,136.85491148243443,1758.0225301929306,12.711791212155054,153.06060257742377,226.320758385739,5703.727272667146,117.27316513929047,1506.4678928686992,10.893131423064986,131.16096087390025,610.8892942789058,15350.06192930922,316.81520124422616,4061.318189173005,29.844171038903372,355.4452521153916,0.0017643331997368153
2,57,2,421.8734228800964,157.36173917209112,5639.641562288424,905.7233023523966,7.70514805911962,250.7632548654386,361.5091505915222,134.84414588821917,4832.6991636361245,776.1237705339057,6.602782333453287,214.88448958235676,975.792372981627,362.897083124571,13055.60872567616,2092.3682484307797,18.08979967642623,582.3354073223084,0.002636166574039243
3,57,3,1263.128113380926,1015.61696333596,305.64444537331565,7802.771882612241,7.377820833891112,617.0701594611106,1082.3918895843628,870.2878011589308,261.9116195970235,6686.276833576192,6.322285397714453,528.7808467929551,2921.61276887568,2342.1476879039287,707.5581389167429,18025.673066512456,17.321315555473376,1432.9922573746023,0.003688341553802508
4,57,4,143.97853290101415,515.2791000612892,148.03148569102828,499.8909664949431,816.4601032399196,416.57538940263015,123.37718924581918,441.5455148587848,126.85055055175478,428.36179743219225,699.650195463985,356.972515659802,333.02205509595325,1188.3020827750229,342.6886504961456,1154.829497325261,1916.8482679477515,967.3929268401129,0.001029034757505066
5,57,5,574.6874987332302,235.2638222641558,217.46909004380592,1358.5195693712747,19.939031512501543,6930.961311495239,492.4576383700377,201.5988723721115,186.35274564239424,1164.1296274326132,17.086379652509372,5939.291562214392,1329.2510210370763,542.5496395348787,503.4347162284362,3138.4013246005115,46.81196039785317,16095.437031356789,0.003331325429530682
0,58,0,7592.823626189259,424.9555936720766,386.7112574900436,2770.0788826609178,7.476655616271494,517.6492012574465,6503.398914996964,363.9417104325717,331.2307747846899,2372.54926170057,6.401606103865281,443.37460940135554,17461.70083314754,976.3297602638149,889.7970736561783,6366.707725164074,17.499367411416124,1194.5921385808826,0.0050495259641147065
1,58,1,363.38334222163854,6990.90345588074,164.3318352265513,1776.083627045649,19.294613772765114,203.27720984373653,311.24479506950536,5987.1699516103945,140.7555638725671,1521.2006865370693,16.520289771090493,174.11009868407007,835.6958520328681,16061.506653268016,378.1167040292311,4082.1239494764013,45.15970144942489,469.10795233935625,0.0018625117857339957
2,58,2,629.3506227648924,309.2066229493205,5621.70716968441,1116.9839383761034,8.712639147235986,384.80907886232455,539.050866811198,264.81163893113245,4815.175108976897,956.6873473942203,7.459870670562683,329.594974009871,1447.3577729331705,710.398057000398,12935.177064675785,2567.259118091274,20.39222901062311,888.0336323263497,0.0027687490881386644
3,58,3,1388.3401696685737,1057.8017310415173,339.48608668523855,8267.430231610442,9.092732468555997,659.7995264463444,1189.1399560404127,905.9256473533072,290.780879385879,7080.98444955705,7.785311328883926,565.1285786025137,3192.854449269102,2430.2852482778712,781.1350733364419,19001.737550624246,21.28185038972326,1522.6360350166847,0.0038869203774195057
4,58,4,236.8489610781818,704.483404749328,175.99701182375995,569.8063635038919,823.3297912453321,651.6388971442069,202.86567321030662,603.335734636029,150.74716718758862,488.0343572544136,704.9452706715197,558.1388724066667,544.6966641927272,1618.54114620622,404.9575052700536,1309.6343931126783,1927.031450587469,1503.803544622562,0.0010974820776426413
5,58,5,610.6783253134648,287.11212938531645,282.15025836018714,1545.6892321246858,25.632963506561445,7184.3692206906835,523.0576862811955,245.88940823558804,241.67087684213948,1323.8698253145901,21.94726413326367,6153.524219261085,1404.415899393562,659.6362552363755,649.209117546036,3552.588930398262,59.9948251285688,16579.55034191428,0.003504353302959811
0,59,0,8674.652859428656,355.2707710860742,328.75339038151077,2715.6534648859833,8.35619616816778,452.4805514532968,7430.981523291716,304.33488488983573,281.62026470367397,2326.3148005380112,7.157663619259051,387.6043917099164,19834.497679818865,813.3823080584201,751.7748388938006,6210.088860156488,19.509130852605747,1037.5559767001187,0.005299113393416366
1,59,1,343.3604103524238,7513.735724248775,174.90949571009403,1861.4625373183144,18.325779325794617,201.28513845459088,294.13336839011845,6436.476295928896,149.83285320312578,1594.5877878761105,15.697305488649233,172.42509849396433,785.0897750996991,17202.483859978965,399.97323770823397,4256.746273436783,42.785020797482765,461.55486186908007,0.0019613777410608046
2,59,2,707.9921338259273,421.21607590167304,5772.297835256829,1326.294873484023,9.379408866238784,448.0143088113644,606.4884151966925,360.82547849743094,4944.727847299173,1136.1462108322098,8.034116511981477,383.7785139856806,1618.8161720427931,964.3622045259859,13199.767370038018,3032.9381585700944,21.89801570104414,1027.31470393901,0.002895802326076972
3,59,3,1646.7583443258825,1117.9229654849812,378.57871156559287,8553.731764839122,9.15856364888813,730.6296294878779,1410.6651906780821,957.6440977018826,324.30216716108487,7327.397645418216,7.844947212230018,625.872763355931,3765.2947142723315,2559.4527777163653,865.7125925471597,19560.461241627658,21.382410495426907,1675.3629219964064,0.004082432846914328
4,59,4,209.40327658793964,659.6256029690006,221.04667844425745,598.8434477889627,899.3104205415615,634.407259452141,179.38145819292336,565.0537513577855,189.35538283908969,512.9882710772027,770.3219682721128,543.4466500416712,478.7982724998077,1510.1940240036351,505.47716293540384,1369.4203152860955,2099.611392357269,1454.7211843522775,0.0011680964914715665
5,59,5,600.3489301520525,307.76014781209216,285.2672616548194,1556.3283149164697,32.39467857563914,7725.568954466982,514.277848322069,263.6359553918373,244.3687094611957,1333.20014512182,27.748296908314902,6617.885444117846,1372.6911791334674,704.608089741082,652.3331954793084,3558.9729161613295,75.63154460970745,17715.03817428372,0.0036703563047575795
0,60,0,6985.3654058147595,355.9706187848311,2052.961867388272,2268.9172810517366,4.739130210847815,467.38472885395436,5985.722492375899,305.0802439740674,1759.12586232639,1944.3213301768683,4.062553101148995,400.4919320320378,15871.026953654491,811.805760879395,4662.944787105165,5159.701122627974,11.031509244943093,1064.2577169388453,0.00553846798328474
1,60,1,317.19735839183045,7994.464590897189,164.44014992268808,2110.5513717865356,15.690921756458462,184.6648690120921,271.8047306541359,6851.557626184873,140.9041858638285,1808.6115720783034,13.450823253531736,158.2353585887175,720.6849652380583,18231.70808925545,373.4971175320773,4799.564256182632,36.524539465456925,420.4908713545729,0.002060148783488098
2,60,2,506.6691558476631,189.0004023788205,6776.399136628449,1087.3441752928497,9.510923621996556,302.541364877668,434.16210694231097,161.98047205626438,5806.5077408643465,931.7864916985734,8.153106273993052,259.24119522811367,1151.1723956988476,431.02325687276175,15391.40864300794,2472.708462664125,22.13905024678206,688.9013747919867,0.003015133486968679
